name,phone,email,city,street,buildNr,postalCode,specialization,lat,lon
Oddział kardiologiczny,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział neurochirurgiczny,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 396 45 90,szpital@szpital4.bytom.pl,Bytom,Aleja Legionów,10,41-902,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 396 45 90,szpital@szpital4.bytom.pl,Myszków,Aleja Wolności,29,42-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(34) 313 88 80,sekretariat@zozmyszkow.pl,Myszków,Aleja Wolności,29,42-300,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(34) 313 88 80,sekretariat@zozmyszkow.pl,Myszków,Aleja Wolności,29,42-300,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(34) 313 88 80,sekretariat@zozmyszkow.pl,Myszków,Aleja Wolności,29,42-300,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(34) 313 88 80,sekretariat@zozmyszkow.pl,Myszków,Aleja Wolności,29,42-300,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 782 72 00,zozmswia@zozmswia.katowice.pl,Katowice,Bartosza Głowackiego,10,40-052,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 786 16 42,sekretariat@szpital2.bytom.pl,Bytom,Stefana Batorego,15,41-902,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,(32) 786 16 42,sekretariat@szpital2.bytom.pl,Bytom,Stefana Batorego,15,41-902,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 786 16 42,sekretariat@szpital2.bytom.pl,Bytom,Stefana Batorego,15,41-902,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 786 16 42,sekretariat@szpital2.bytom.pl,Bytom,Stefana Batorego,15,41-902,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział kardiologiczny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział udarowy,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział udarowy,52.9154671,22.52234943288953
Oddział neurochirurgiczny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział gastroenterologiczny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział gastroenterologiczny,52.9154671,22.52234943288953
Oddział pediatryczny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Bialska,104/118,42-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,(34) 367 31 04,kancelariawszs@data.pl,Częstochowa,Polskiego Czerwonego Krzyża,7,42-200,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,(33) 852-12-24,sekretariat@szpitalslaski.pl,Cieszyn,Bielska,4,43-400,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,723 183 401,sekretariat@szpital2myslowice.pl,Mysłowice,Bytomska,41,41-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,723 183 401,sekretariat@szpital2myslowice.pl,Mysłowice,Bytomska,41,41-400,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,723 183 401,sekretariat@szpital2myslowice.pl,Mysłowice,Bytomska,41,41-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 39-34-217,sekretariat@urazowka.piekary.pl,Piekary Śląskie,Bytomska,62,41-940,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej dla dzieci,32 39-34-217,sekretariat@urazowka.piekary.pl,Piekary Śląskie,Bytomska,62,41-940,Oddział chirurgii urazowo-ortopedycznej dla dzieci,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 3581 460,sekretariat@uck.katowice.pl,Katowice,Medyków,14,40-752,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,323 581 460,sekretariat@uck.katowice.pl,Katowice,Medyków,14,40-752,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział udarowy,323 581 460,sekretariat@uck.katowice.pl,Katowice,Medyków,14,40-752,Oddział udarowy,52.9154671,22.52234943288953
Oddział neurochirurgiczny,323 581 460,sekretariat@uck.katowice.pl,Katowice,Medyków,14,40-752,Oddział neurochirurgiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,323 581 460,sekretariat@uck.katowice.pl,Katowice,Medyków,14,40-752,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 245 50 41,sekretariat@zoz.net.pl,Świętochłowice,Chorzowska,36,41-605,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 245 50 41,sekretariat@zoz.net.pl,Świętochłowice,Chorzowska,36,41-605,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 245 50 41,sekretariat@zoz.net.pl,Świętochłowice,Chorzowska,36,41-605,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 245 50 41,sekretariat@zoz.net.pl,Świętochłowice,Chorzowska,36,41-605,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział kardiologiczny,32 780 87 03,sekretariat@szpitalmiejskitychy.pl,Tychy,Cicha,27,43-100,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 780 87 03,sekretariat@szpitalmiejskitychy.pl,Tychy,Cicha,27,43-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,32 780 87 03,sekretariat@szpitalmiejskitychy.pl,Tychy,Cicha,27,43-100,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 434 12 24,szpital@mzoz.zory.pl,Żory,Dąbrowskiego,20,44-240,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 434 12 24,szpital@mzoz.zory.pl,Żory,Dąbrowskiego,20,44-240,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 434 12 24,szpital@mzoz.zory.pl,Żory,Dąbrowskiego,20,44-240,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 434 12 24,szpital@mzoz.zory.pl,Żory,Dąbrowskiego,20,44-240,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,(32) 214 83 10,kancelaria@szpital.pszczyna.pl,Pszczyna,dr. Witolda Antesa,11,43-200,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 214 83 10,kancelaria@szpital.pszczyna.pl,Pszczyna,dr. Witolda Antesa,11,43-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 214 83 10,kancelaria@szpital.pszczyna.pl,Pszczyna,dr. Witolda Antesa,11,43-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(32) 214 83 10,kancelaria@szpital.pszczyna.pl,Pszczyna,dr. Witolda Antesa,11,43-200,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 214 83 10,kancelaria@szpital.pszczyna.pl,Pszczyna,dr. Witolda Antesa,11,43-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział neurologiczny,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,32 32 55 171,sekretariat@szpitalmegrez.pl,Tychy,Edukacji,102,43-100,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział otorynolaryngologiczny dla dzieci,32 429 12 54,sekretariat@szpital.rybnik.pl,Chorzów,Władysława Truchana,7,41-500,Oddział otorynolaryngologiczny dla dzieci,52.9154671,22.52234943288953
Oddział kardiologiczny,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,32 429 12 54,sekretariat@szpital.rybnik.pl,Rybnik,Energetyków,46,44-200,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,32 259-12-00,spskm@spskm.katowice.pl,Katowice,Francuska,20-24,40-027,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział chirurgii szczękowo-twarzowej,32 259-12-00,spskm@spskm.katowice.pl,Katowice,Francuska,20-24,40-027,Oddział chirurgii szczękowo-twarzowej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 259-12-00,spskm@spskm.katowice.pl,Żywiec,Pola Lisickich,80,34-300,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,032 2591 202,interna@sum.edu.pl,Katowice,Władysława Stanisława Reymonta,8,40-029,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,32 720-77-00,sekretariat@centrum-pediatrii.com.pl,Sosnowiec,Gabrieli Zapolskiej,3,41-218,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii dla dzieci,32 720-77-00,sekretariat@centrum-pediatrii.com.pl,Sosnowiec,Gabrieli Zapolskiej,3,41-218,Oddział anestezjologii i intensywnej terapii dla dzieci,52.9154671,22.52234943288953
Oddział pediatryczny,32 720-77-00,sekretariat@centrum-pediatrii.com.pl,Sosnowiec,Gabrieli Zapolskiej,3,41-218,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział obserwacyjno-zakaźny,(32) 755 50 50,sekretariat@szpital-raciborz.org,Racibórz,Gamowska,3,47-400,Oddział obserwacyjno-zakaźny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 233 41 12,janysek@szpitaltoszek.pl,Toszek,Gliwicka,5,44-180,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny dla dzieci,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział chirurgiczny ogólny dla dzieci,52.9154671,22.52234943288953
Oddział kardiologiczny,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział neurologiczny,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział pediatryczny,(32) 317 48 79,sekretariat@szpital.jaworzno.pl,Jaworzno,Józefa Chełmońskiego,28,43-600,Oddział pediatryczny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,  (32) 735 76 00,clo@clo.com.pl,Siemianowice Śląskie,Jana Pawła II,2,41-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,  (32) 735 76 00,clo@clo.com.pl,Siemianowice Śląskie,Jana Pawła II,2,41-100,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,  (32) 735 76 00,clo@clo.com.pl,Siemianowice Śląskie,Jana Pawła II,2,41-100,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgii klatki piersiowej,(33) 499 18 01,sekretariat@szpitalbystra.pl,Bystra,Juliana Fałata,2,43-360,Oddział chirurgii klatki piersiowej,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,(33) 499 18 01,sekretariat@szpitalbystra.pl,Bystra,Juliana Fałata,2,43-360,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 707 42 29,sekretariat@euromedic.com.pl,Katowice,Tadeusza Kościuszki,92,40-519,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 707 42 29,sekretariat@euromedic.com.pl,Katowice,Tadeusza Kościuszki,92,40-519,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 357 62 08,szpital@bonifratrzy.katowice.pl,Katowice,Leopolda Markiefki,87,40-211,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chirurgii urazowo-ortopedycznej,32 357 62 08,szpital@bonifratrzy.katowice.pl,Katowice,Leopolda Markiefki,87,40-211,Oddział chirurgii urazowo-ortopedycznej,52.9154671,22.52234943288953
Oddział chirurgiczny ogólny,32 357 62 08,szpital@bonifratrzy.katowice.pl,Katowice,Leopolda Markiefki,87,40-211,Oddział chirurgiczny ogólny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 357 62 08,szpital@bonifratrzy.katowice.pl,Katowice,Leopolda Markiefki,87,40-211,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział neurologiczny,32 325 76 35,kancelaria@szpital-mikolow.com.pl,Mikołów,Ludwika Waryńskiego,2,43-190,Oddział neurologiczny,52.9154671,22.52234943288953
Oddział chorób wewnętrznych ,32 325 76 35,kancelaria@szpital-mikolow.com.pl,Mikołów,Ludwika Waryńskiego,2,43-190,Oddział chorób wewnętrznych,52.9154671,22.52234943288953
Oddział anestezjologii i intensywnej terapii,32 37 33 704,sekretariat.ekonomiczny@sccs.pl,Zabrze,Marii Curie-Skłodowskiej,9,41-800,Oddział anestezjologii i intensywnej terapii,52.9154671,22.52234943288953
Oddział chirurgii naczyniowej,32 37 33 704,sekretariat.ekonomiczny@sccs.pl,Zabrze,Marii Curie-Skłodowskiej,9,41-800,Oddział chirurgii naczyniowej,52.9154671,22.52234943288953
Oddział kardiologiczny,32 37 33 704,sekretariat.ekonomiczny@sccs.pl,Zabrze,Marii Curie-Skłodowskiej,9,41-800,Oddział kardiologiczny,52.9154671,22.52234943288953
Oddział intensywnego nadzoru kardiologicznego dla dzieci,32 37 33 704,sekretariat.ekonomiczny@sccs.pl,Zabrze,Marii Curie-Skłodowskiej,9,41-800,Oddział intensywnego nadzoru kardiologicznego dla dzieci,52.9154671,22.52234943288953
Oddział kardiochirurgiczny,32 37 33 704,sekretariat.ekonomiczny@sccs.pl,Zabrze,Marii Curie-Skłodowskiej,9,41-800,Oddział kardiochirurgiczny,52.9154671,22.52234943288953
Oddział kardiochirurgiczny dla dzieci,32 37 33 704,sekretariat.ekonomiczny@sccs.pl,Zabrze,Marii Curie-Skłodowskiej,9,41-800,Oddział kardiochirurgiczny dla dzieci,52.9154671,22.52234943288953
